Timestamp,Do you agree to participate in this survey?,1. Your Location,2. Your Region/State,3. What is your age group?,4. What is your approximate monthly household income?(MMK),5. What is the highest level of education you have completed?,6. How often do you use single-use plastic items in your weekly life?,7.Which of the following single-use plastic items do you usually use in your weekly life?,8. Where do you usually get your single-use plastic from?,9. How many plastic bags do you usually get from shops or markets in your weekly life?,"10. When buying street food or market food, how often does it come in plastic?","11. Compared to what you see outside (litter, packaging, shops), do you think you personally use:",12. What do you often do with your plastic waste after you use the product?,13. What do you think happens to the plastic you throw in the bin in your region?,14. How aware are you that plastic production and disposal contributes to climate change?,15. Do you believe current plastic usage in Myanmar is contributing to climate change?,16. When do you think the effects of today’s plastic usage on climate change will become noticeable?,17. Would you support reducing single-use plastics or replacing them with alternatives?,18. Do you think that plastic waste is burned?,19. What percentage of plastic waste do you think is burned?,20. Do you think that plastic waste usually ends up in a landfill site?,21. What percentage of plastic waste ends up in a landfill or dumping ground?,22. How do you think plastic waste in landfills and open burning affects climate change?
1/4/2026 22:42:02,Yes,Rural,Sagaing,18-25,"Less than 300,000",University/College,6-10,"Plastic bags, Plastic straws","Local markets, Coffee/tea shops",6-10,Always,About the same,Throw in bin,Burned,Somewhat aware,Yes,Already visible now,Support,No,,Yes,Not sure,Release GHG
1/4/2026 22:47:56,Yes,Rural,Sagaing,18-25,"300,000-600,000",High school,3-5,"Plastic bags, Food sachets","Local markets, Street Vendors, Coffee/tea shops",6-10,Always,Much less than others,"Throw in bin, Reuse",Burned,Somewhat aware,Yes,Already visible now,Support,No,Not applicable,No,Not sure,Release GHG
1/4/2026 22:49:01,Yes,Urban,Yangon,18-25,"300,000-600,000",University/College,More than 10,"Plastic bags, Bottled water, Plastic containers, Plastic straws, Disposable forks","Supermarkets, Local markets, Street Vendors, Food Delivery, Online Delivery, Coffee/tea shops",6-10,Sometimes,About the same,Throw in bin,Ends up in landfills,Somewhat aware,Yes,Already visible now,Support,No,Not applicable,Yes,51%-75%,Increases the Earth’s temperature
1/6/2026 21:59:12,Yes,Urban,Yangon,18-25,No income,University/College,More than 10,"Plastic bags, Plastic straws","Supermarkets, Local markets, Street Vendors, Food Delivery, Online Delivery, Coffee/tea shops",More than 10,Always,Less than others,"Throw in bin, Recycle, Reuse",Recycled,Very aware,Yes,Already visible now,Strongly support,No,Less than half (1%-25%),Yes,More than 75%,Release GHG
1/8/2026 23:09:47,Yes,Urban,Yangon,18-25,"300,000-600,000",High school,6-10,"Plastic bags, Plastic containers","Supermarkets, Food Delivery, Online Delivery",3-5,Always,Much less than others,"Throw in bin, Recycle",Ends up in landfills,Very aware,Yes,Already visible now,Strongly support,No,More than half (51%-75%),No,25%-50%,Pollutes soil/water
1/10/2026 13:40:57,Yes,Urban,Shan,18-25,"Less than 300,000",University/College,6-10,"Plastic bags, Food sachets","Supermarkets, Local markets, Street Vendors",6-10,Always,Much less than others,"Recycle, Reuse",I don’t know,Very aware,Yes,Already visible now,Strongly support,Yes,Not applicable,Yes,Not sure,Release GHG
1/10/2026 13:46:59,Yes,Semi-urban,Ayeyarwady,18-25,"300,000-600,000",High school,3-5,"Plastic bags, Bottled water, Plastic straws","Local markets, Street Vendors, Online Delivery, Coffee/tea shops",3-5,Always,About the same,"Throw in bin, Recycle, Reuse",Ends up in rivers,Very aware,Yes,More than 10 years,Strongly support,Yes,Less than half (1%-25%),Yes,51%-75%,Pollutes soil/water
1/10/2026 13:54:27,Yes,Urban,Yangon,18-25,"Less than 300,000",High school,3-5,"Plastic bags, Plastic straws, Food sachets","Supermarkets, Coffee/tea shops, Home",6-10,Always,Less than others,"Throw in bin, Reuse",Ends up in landfills,Slightly aware,Not Sure,Already visible now,Strongly support,No,Less than half (1%-25%),Not sure,51%-75%,Pollutes soil/water
1/10/2026 13:58:09,Yes,Rural,Mon,18-25,No income,University/College,3-5,"Plastic bags, Bottled water, Plastic straws, Food sachets","Supermarkets, Local markets, Food Delivery, Online Delivery, Coffee/tea shops",3-5,Always,About the same,"Throw in bin, Reuse",I don’t know,Somewhat aware,Not Sure,Within 3-5 years,Strongly support,Yes,More than half (51%-75%),Not sure,25%-50%,Increases the Earth’s temperature
1/10/2026 14:03:19,Yes,Urban,Yangon,18-25,"Less than 300,000",University/College,3-5,"Plastic bags, Bottled water, Plastic containers, Disposable forks","Supermarkets, Food Delivery, Online Delivery",3-5,Always,About the same,"Throw in bin, Reuse",Ends up in landfills,Somewhat aware,Yes,Already visible now,Strongly support,No,About half (26%-50%),Yes,More than 75%,Pollutes soil/water
1/10/2026 14:18:04,Yes,Rural,Yangon,18-25,No income,High school,1-2,"Plastic bags, Bottled water","Supermarkets, Local markets, Coffee/tea shops",0,Always,Much more plastic than others,"Throw in bin, Reuse",Ends up in landfills,Neutral,Yes,Not sure,Strongly support,Yes,Less than half (1%-25%),Not sure,Not sure,Pollutes soil/water
1/10/2026 14:34:58,Yes,Semi-urban,Yangon,18-25,"600,001-1,000,000",University/College,3-5,Plastic bags,"Supermarkets, Local markets, Street Vendors, Food Delivery, Online Delivery, Coffee/tea shops",6-10,Always,About the same,"Recycle, Reuse",Ends up in landfills,Somewhat aware,Not Sure,Already visible now,Strongly support,Yes,More than half (51%-75%),No,25%-50%,Pollutes soil/water
1/10/2026 15:02:41,Yes,Semi-urban,Ayeyarwady,18-25,"More than 1,000,000",High school,More than 10,"Plastic bags, Bottled water","Local markets, Street Vendors, Coffee/tea shops",More than 10,Always,Less than others,"Throw in bin, Recycle, Reuse",Ends up in landfills,Somewhat aware,No,Within 1-2 years,Strongly support,No,Less than half (1%-25%),Yes,51%-75%,Release GHG
1/10/2026 15:10:05,Yes,Semi-urban,Kayin,18-25,"300,000-600,000",University/College,6-10,"Plastic bags, Bottled water, Plastic containers, Food sachets","Local markets, Street Vendors, Food Delivery, Online Delivery",1-2,Always,Much less than others,Throw in bin,Ends up in landfills,Very aware,No,Already visible now,Neutral,Yes,More than half (51%-75%),No,More than 75%,Release GHG
1/10/2026 16:02:02,Yes,Rural,Mandalay,18-25,"Less than 300,000",High school,1-2,"Plastic bags, Bottled water","Local markets, Food Delivery, Coffee/tea shops",3-5,Always,Much more plastic than others,"Throw in bin, Recycle",Burned,Neutral,Yes,Within 3-5 years,Strongly support,Yes,More than half (51%-75%),No,51%-75%,Increases the Earth’s temperature
1/10/2026 16:44:55,Yes,Urban,Mandalay,18-25,"More than 1,000,000",High school,More than 10,"Plastic bags, Plastic containers, Food sachets","Supermarkets, Local markets, Street Vendors, Food Delivery, Online Delivery, Coffee/tea shops",More than 10,Always,About the same,"Throw in bin, Reuse",Ends up in landfills,Very aware,Yes,Already visible now,Support,Yes,About half (26%-50%),Yes,51%-75%,Release GHG
1/10/2026 17:12:06,Yes,Prefer not to say,Rakhine,18-25,No income,University/College,More than 10,Plastic bags,Supermarkets,1-2,Sometimes,A little more,Throw in bin,I don’t know,Not aware,Yes,Within 3-5 years,Strongly oppose,Yes,More than half (51%-75%),Not sure,25%-50%,Not sure
1/10/2026 17:17:50,Yes,Prefer not to say,Rakhine,18-25,Prefer not to say,High school,3-5,"Bottled water, Food sachets",Small shop,3-5,Always,Much less than others,Throw in bin,Burned,Not aware,No,Not sure,Neutral,No,Not applicable,Not sure,Not sure,Increases the Earth’s temperature
1/10/2026 19:53:27,Yes,Rural,Shan,18-25,"300,000-600,000",High school,6-10,Plastic bags,Local markets,6-10,Always,About the same,Reuse,Burned,Somewhat aware,Yes,Already visible now,Support,Yes,More than half (51%-75%),Yes,25%-50%,Increases the Earth’s temperature
1/10/2026 20:30:24,Yes,Rural,Sagaing,18-25,"Less than 300,000",High school,3-5,"Plastic bags, Bottled water, Food sachets","Local markets, Street Vendors",6-10,Always,A little more,Throw in bin,Ends up in landfills,Neutral,Yes,Within 3-5 years,Strongly support,Yes,About half (26%-50%),Yes,51%-75%,Pollutes soil/water
1/10/2026 20:56:59,Yes,Rural,Sagaing,18-25,"Less than 300,000",University/College,6-10,Plastic bags,"Local markets, Street Vendors",1-2,Sometimes,A little more,"Throw in bin, Reuse","Ends up in landfills, Ends up in rivers, Burned",Very aware,Yes,Already visible now,Strongly support,Yes,About half (26%-50%),Yes,25%-50%,Release GHG
1/10/2026 20:58:08,Yes,Urban,Mandalay,18-25,"300,000-600,000",High school,3-5,"Plastic bags, Bottled water, Plastic containers","Supermarkets, Local markets, Coffee/tea shops",3-5,Always,Less than others,"Throw in bin, Recycle, Reuse",Ends up in landfills,Somewhat aware,Not Sure,More than 10 years,Support,Yes,About half (26%-50%),Yes,51%-75%,Pollutes soil/water
1/10/2026 21:00:02,Yes,Urban,Mandalay,18-25,No income,University/College,6-10,"Plastic bags, Bottled water, Plastic containers, Plastic straws","Supermarkets, Local markets, Street Vendors",6-10,Always,A little more,"Throw in bin, Reuse",Ends up in landfills,Very aware,Yes,Already visible now,Strongly support,Yes,About half (26%-50%),Yes,51%-75%,Release GHG
1/10/2026 21:08:31,Yes,Urban,Shan,18-25,"300,000-600,000",High school,3-5,Plastic bags,"Local markets, Street Vendors, Coffee/tea shops",More than 10,Always,A little more,Throw in bin,Ends up in landfills,Somewhat aware,Yes,Within 3-5 years,Support,No,About half (26%-50%),Yes,More than 75%,Pollutes soil/water
1/10/2026 22:41:11,Yes,Prefer not to say,Tanintharyi,18-25,"Less than 300,000",University/College,1-2,"Bottled water, Plastic straws",Local markets,1-2,Sometimes,Much less than others,Reuse,Recycled,Very aware,Yes,Within 6-10 years,Strongly support,No,Less than half (1%-25%),No,Less than 25%,Pollutes soil/water
1/10/2026 22:45:08,Yes,Semi-urban,Mon,26-35,Prefer not to say,University/College,1-2,"Plastic straws, Disposable forks, Food sachets","Local markets, Street Vendors, Online Delivery, Coffee/tea shops",3-5,Always,Less than others,"Throw in bin, Recycle",Burned,Very aware,Yes,Already visible now,Strongly support,No,About half (26%-50%),No,More than 75%,Pollutes soil/water
1/10/2026 22:46:42,Yes,Urban,Rakhine,18-25,"More than 1,000,000",University/College,3-5,"Plastic bags, Food sachets","Supermarkets, Local markets, Street Vendors, Coffee/tea shops",6-10,Always,About the same,Throw in bin,Burned,Neutral,Not Sure,Within 3-5 years,Neutral,No,About half (26%-50%),No,More than 75%,Pollutes soil/water
1/10/2026 23:05:08,Yes,Semi-urban,Yangon,18-25,"300,000-600,000",High school,3-5,"Plastic bags, Plastic containers","Supermarkets, Local markets, Street Vendors",1-2,Always,Less than others,"Throw in bin, Reuse",Ends up in landfills,Very aware,Yes,Already visible now,Strongly support,Yes,About half (26%-50%),Yes,More than 75%,Release GHG
1/10/2026 23:05:35,Yes,Urban,Yangon,26-35,"600,001-1,000,000",University/College,3-5,"Plastic bags, Plastic containers, Food sachets","Supermarkets, Food Delivery, Online Delivery, Coffee/tea shops",3-5,Always,A little more,Reuse,I don’t know,Very aware,Yes,More than 10 years,Strongly support,Yes,Almost all of it (76%-100%),Yes,Not sure,Pollutes soil/water
1/10/2026 23:19:21,Yes,Urban,Yangon,18-25,"300,000-600,000",University/College,3-5,Plastic bags,Street Vendors,3-5,Always,Less than others,Reuse,Ends up in landfills,Somewhat aware,Yes,Within 6-10 years,Strongly support,No,Less than half (1%-25%),Yes,51%-75%,Pollutes soil/water
1/10/2026 23:19:31,Yes,Urban,Shan,18-25,"300,000-600,000",High school,1-2,"Plastic bags, Bottled water, Plastic containers, Plastic straws","Supermarkets, Local markets",6-10,Always,Much less than others,"Recycle, Reuse",Burned,Somewhat aware,Yes,Already visible now,Strongly support,No,Not applicable,Not sure,Not sure,Pollutes soil/water
1/10/2026 23:26:09,Yes,Urban,Yangon,18-25,"300,000-600,000",High school,More than 10,"Plastic bags, Plastic containers","Supermarkets, Local markets, Coffee/tea shops",3-5,Sometimes,About the same,"Throw in bin, Reuse",Ends up in landfills,Very aware,Yes,Already visible now,Strongly support,No,About half (26%-50%),Yes,Less than 25%,Increases the Earth’s temperature
1/10/2026 23:31:02,Yes,Semi-urban,Magway,26-35,"More than 1,000,000",Postgraduate,3-5,"Plastic bags, Disposable forks, Food sachets","Supermarkets, Local markets, Street Vendors, Food Delivery, Online Delivery, Coffee/tea shops",1-2,Always,About the same,"Throw in bin, Recycle, Reuse",Ends up in landfills,Very aware,Yes,Already visible now,Strongly support,Yes,More than half (51%-75%),Yes,More than 75%,Release GHG
1/10/2026 23:39:58,Yes,Urban,Yangon,18-25,"300,000-600,000",University/College,3-5,Plastic bags,"Street Vendors, Food Delivery",3-5,Always,Less than others,"Throw in bin, Recycle, Reuse",Ends up in landfills,Very aware,Yes,Already visible now,Strongly support,No,Less than half (1%-25%),Yes,25%-50%,Pollutes soil/water
1/10/2026 23:45:54,Yes,Urban,Yangon,18-25,"300,000-600,000",High school,6-10,Plastic bags,"Supermarkets, Street Vendors, Food Delivery",6-10,Always,Less than others,Reuse,Ends up in landfills,Very aware,Yes,Already visible now,Strongly support,Yes,Less than half (1%-25%),Yes,25%-50%,Release GHG
1/10/2026 23:53:43,Yes,Semi-urban,Kayin,18-25,"300,000-600,000",University/College,3-5,"Plastic bags, Bottled water","Supermarkets, Local markets, Street Vendors, Food Delivery, Online Delivery",3-5,Always,Less than others,"Throw in bin, Recycle",Ends up in rivers,Somewhat aware,Yes,Already visible now,Strongly support,Yes,About half (26%-50%),Not sure,More than 75%,Increases the Earth’s temperature
1/11/2026 0:33:43,Yes,Urban,Yangon,18-25,"Less than 300,000",University/College,More than 10,"Plastic bags, Bottled water, Food sachets, Plastic gloves","Supermarkets, Local markets, Street Vendors",1-2,Always,About the same,Reuse,Ends up in landfills,Very aware,Yes,Within 6-10 years,Neutral,No,Less than half (1%-25%),Yes,More than 75%,Pollutes soil/water
1/11/2026 2:29:30,Yes,Urban,Bago,18-25,Prefer not to say,High school,3-5,Plastic bags,"Supermarkets, Local markets, Street Vendors, Food Delivery, Online Delivery, Coffee/tea shops",3-5,Always,Much less than others,"Throw in bin, Recycle, Reuse",Ends up in landfills,Neutral,Not Sure,Within 6-10 years,Strongly support,Yes,About half (26%-50%),Yes,More than 75%,Pollutes soil/water
1/11/2026 8:02:25,Yes,Urban,Rakhine,18-25,No income,University/College,3-5,"Plastic bags, Bottled water, Food sachets","Local markets, Food Delivery, Coffee/tea shops",6-10,Always,Less than others,"Throw in bin, Recycle",Ends up in landfills,Very aware,Yes,More than 10 years,Strongly support,No,About half (26%-50%),No,25%-50%,Pollutes soil/water
1/11/2026 8:29:37,Yes,Urban,Yangon,36-50,"Less than 300,000",Postgraduate,1-2,Plastic bags,"Street Vendors, Online Delivery",1-2,Sometimes,A little more,Throw in bin,I don’t know,Very aware,Yes,More than 10 years,Strongly support,No,Not applicable,Yes,More than 75%,Increases the Earth’s temperature
1/11/2026 9:09:04,Yes,Urban,Rakhine,26-35,"300,000-600,000",,1-2,"Plastic bags, Plastic containers, Food sachets","Street Vendors, Food Delivery, Online Delivery",1-2,Sometimes,Much less than others,"Recycle, Reuse",Burned,Very aware,Yes,More than 10 years,Support,No,More than half (51%-75%),Not sure,51%-75%,Pollutes soil/water
1/11/2026 9:18:30,Yes,Urban,Mandalay,18-25,No income,University/College,1-2,Plastic bags,Local markets,1-2,Always,Less than others,Reuse,I don’t know,Somewhat aware,Yes,Already visible now,Strongly support,No,About half (26%-50%),Yes,51%-75%,Pollutes soil/water
1/11/2026 9:31:42,Yes,Rural,Rakhine,18-25,Prefer not to say,High school,3-5,Plastic bags,Local markets,1-2,Always,A little more,Throw in bin,Burned,Very aware,Not Sure,Already visible now,Strongly support,Yes,Almost all of it (76%-100%),Yes,Less than 25%,Release GHG
1/11/2026 9:39:44,Yes,Prefer not to say,Rakhine,18-25,Prefer not to say,High school,6-10,Plastic bags,"Supermarkets, Food Delivery",6-10,Always,Much less than others,Throw in bin,Burned,Not aware,No,Not sure,Support,Yes,About half (26%-50%),Not sure,Less than 25%,Increases the Earth’s temperature
1/11/2026 9:46:19,Yes,Rural,Rakhine,18-25,No income,University/College,1-2,Plastic bags,"Local markets, Street Vendors",1-2,Rarely,Much less than others,"Throw in bin, Reuse",Burned,Very aware,Yes,Within 3-5 years,Strongly support,Yes,Almost all of it (76%-100%),Yes,More than 75%,Release GHG
1/11/2026 9:49:21,Yes,Rural,Rakhine,18-25,Prefer not to say,University/College,1-2,Plastic containers,Supermarkets,1-2,Always,A little more,"Throw in bin, Reuse",Ends up in landfills,Somewhat aware,Not Sure,Not sure,Strongly support,Yes,About half (26%-50%),Yes,More than 75%,Pollutes soil/water
1/11/2026 9:52:39,Yes,Rural,Rakhine,18-25,"Less than 300,000",University/College,3-5,"Plastic containers, Food sachets","Local markets, Coffee/tea shops",3-5,Always,About the same,Throw in bin,Ends up in rivers,Slightly aware,Yes,Within 3-5 years,Support,No,Almost all of it (76%-100%),Not sure,More than 75%,Increases the Earth’s temperature
1/11/2026 9:52:48,Yes,Rural,Rakhine,18-25,Prefer not to say,High school,3-5,Plastic bags,Local markets,1-2,Always,A little more,Throw in bin,Burned,Not aware,Yes,Not sure,Strongly support,Yes,Almost all of it (76%-100%),Yes,Less than 25%,Release GHG
1/11/2026 9:54:10,Yes,Rural,Rakhine,18-25,Prefer not to say,High school,3-5,"Plastic bags, Plastic containers",Local markets,3-5,Sometimes,About the same,Throw in bin,Ends up in landfills,Slightly aware,Yes,Within 3-5 years,Strongly support,Yes,Almost all of it (76%-100%),Yes,More than 75%,Pollutes soil/water
1/11/2026 10:00:54,Yes,Rural,Rakhine,26-35,Prefer not to say,University/College,1-2,"Plastic bags, Plastic containers","Supermarkets, Street Vendors",1-2,Sometimes,A little more,"Recycle, Burn",I don’t know,Slightly aware,Yes,Within 1-2 years,Strongly support,Yes,About half (26%-50%),Yes,25%-50%,Pollutes soil/water
1/11/2026 10:01:15,Yes,Rural,Rakhine,18-25,Prefer not to say,University/College,3-5,"Plastic bags, Plastic containers",Local markets,1-2,Always,A little more,"Throw in bin, Recycle, Burn",I don’t know,Slightly aware,Not Sure,Within 1-2 years,Strongly support,Yes,More than half (51%-75%),Yes,Not sure,Pollutes soil/water
1/11/2026 10:01:21,Yes,Rural,Rakhine,18-25,Prefer not to say,University/College,3-5,"Plastic bags, Plastic straws","Local markets, Street Vendors",1-2,Always,About the same,"Recycle, Burn",I don’t know,Not aware,Not Sure,Not sure,Neutral,Yes,More than half (51%-75%),Yes,Not sure,Pollutes soil/water
1/11/2026 10:01:24,Yes,Rural,Rakhine,18-25,Prefer not to say,University/College,3-5,"Plastic bags, Plastic straws","Local markets, Street Vendors",1-2,Always,About the same,"Recycle, Burn",I don’t know,Not aware,Not Sure,Not sure,Neutral,Yes,More than half (51%-75%),Yes,Not sure,Pollutes soil/water
1/11/2026 10:05:40,Yes,Rural,Rakhine,18-25,Prefer not to say,University/College,3-5,"Plastic bags, Plastic containers",Local markets,1-2,Always,A little more,"Throw in bin, Recycle, Burn",I don’t know,Slightly aware,Not Sure,Within 1-2 years,Strongly oppose,Yes,More than half (51%-75%),Yes,Less than 25%,Pollutes soil/water
1/11/2026 10:11:38,Yes,Rural,Rakhine,18-25,Prefer not to say,University/College,1-2,Plastic bags,Local markets,1-2,Always,A little more,Throw in bin,Ends up in landfills,Somewhat aware,Yes,Already visible now,Strongly support,Yes,Almost all of it (76%-100%),Yes,More than 75%,Release GHG
1/11/2026 11:31:00,Yes,Urban,Bago,18-25,No income,University/College,1-2,Plastic bags,"Supermarkets, Local markets, Street Vendors, Food Delivery, Online Delivery",1-2,Always,A little more,"Throw in bin, Reuse",Burned,Very aware,Yes,Already visible now,Support,No,More than half (51%-75%),No,51%-75%,Release GHG
1/11/2026 11:46:13,Yes,Urban,Shan,18-25,No income,No formal education,1-2,"Plastic bags, Disposable forks","Supermarkets, Local markets, Online Delivery",1-2,Rarely,Much less than others,Recycle,Ends up in landfills,Very aware,Yes,Within 6-10 years,Strongly support,No,More than half (51%-75%),Yes,More than 75%,Increases the Earth’s temperature
1/11/2026 12:29:44,Yes,Semi-urban,Bago,18-25,"Less than 300,000",University/College,1-2,Plastic bags,Local markets,1-2,Sometimes,Less than others,Reuse,Ends up in landfills,Very aware,Yes,More than 10 years,Strongly support,Yes,Less than half (1%-25%),Yes,25%-50%,Pollutes soil/water
1/11/2026 12:36:46,Yes,Urban,Mandalay,18-25,"Less than 300,000",University/College,3-5,"Plastic bags, Bottled water, Plastic containers","Supermarkets, Local markets, Street Vendors, Food Delivery, Online Delivery, Coffee/tea shops",3-5,Always,Much more plastic than others,"Throw in bin, Recycle, Reuse",Ends up in landfills,Very aware,Yes,Already visible now,Strongly support,No,Almost all of it (76%-100%),Yes,More than 75%,Increases the Earth’s temperature
1/11/2026 12:53:40,Yes,,Rakhine,18-25,"Less than 300,000",High school,More than 10,"Plastic bags, Bottled water","Local markets, Food Delivery",More than 10,Always,Less than others,Throw in bin,Burned,Somewhat aware,Yes,Not sure,Strongly support,Yes,Almost all of it (76%-100%),No,More than 75%,Pollutes soil/water
1/11/2026 12:57:09,Yes,Prefer not to say,Rakhine,18-25,"300,000-600,000",University/College,0,Bottled water,Online Delivery,1-2,Always,A little more,Throw in bin,Recycled,Very aware,Yes,Already visible now,Strongly support,Yes,Almost all of it (76%-100%),Yes,Less than 25%,Release GHG
1/11/2026 13:47:08,Yes,Prefer not to say,Yangon,26-35,Prefer not to say,Vocational Training,1-2,Plastic bags,"Supermarkets, Local markets, Street Vendors",1-2,Always,Much more plastic than others,"Throw in bin, Recycle",I think they are burned and recycled ,Somewhat aware,Not Sure,Within 6-10 years,Strongly support,No,Not applicable,No,More than 75%,Increases the Earth’s temperature
1/11/2026 15:28:49,Yes,Rural,Kayah,18-25,"Less than 300,000",High school,More than 10,Plastic bags,"Supermarkets, Local markets, Street Vendors, Food Delivery, Online Delivery, Coffee/tea shops",More than 10,Always,Much more plastic than others,"Throw in bin, Reuse",Ends up in landfills,Very aware,Yes,Already visible now,Strongly support,No,Less than half (1%-25%),Not sure,Not sure,Release GHG
1/11/2026 16:41:54,Yes,Semi-urban,Ayeyarwady,18-25,"300,000-600,000",University/College,3-5,"Plastic bags, Bottled water","Supermarkets, Local markets",3-5,Always,Much more plastic than others,"Throw in bin, Reuse",Ends up in rivers,Somewhat aware,Yes,Within 3-5 years,Support,No,Less than half (1%-25%),Yes,More than 75%,Not sure
1/11/2026 16:57:51,Yes,Rural,Mon,18-25,"300,000-600,000",University/College,3-5,"Plastic bags, Bottled water","Supermarkets, Street Vendors",1-2,Always,About the same,Throw in bin,I don’t know,Very aware,Yes,Already visible now,Strongly support,No,About half (26%-50%),Not sure,Not sure,Not sure
1/11/2026 17:10:24,Yes,Rural,Rakhine,18-25,Prefer not to say,High school,3-5,"Plastic bags, Bottled water, Plastic straws","Local markets, Coffee/tea shops",3-5,Always,A little more,Throw in bin,Ends up in landfills,Very aware,Yes,Already visible now,Strongly support,Yes,More than half (51%-75%),Yes,More than 75%,Release GHG
1/11/2026 17:13:08,Yes,,Rakhine,18-25,"More than 1,000,000",High school,3-5,"Plastic bags, Bottled water, Plastic straws, Disposable forks","Supermarkets, Local markets, Street Vendors",3-5,Always,A little more,Throw in bin,I don’t know,Somewhat aware,Yes,Within 3-5 years,Neutral,Yes,About half (26%-50%),Yes,25%-50%,Pollutes soil/water
1/11/2026 17:17:54,Yes,Rural,Rakhine,18-25,Prefer not to say,High school,1-2,Plastic bags,"Local markets, Street Vendors",1-2,Sometimes,A little more,"Reuse, Burn",Ends up in landfills,Very aware,Not Sure,Within 3-5 years,Oppose,Yes,More than half (51%-75%),Yes,More than 75%,Increases the Earth’s temperature
1/11/2026 17:19:04,Yes,Prefer not to say,Rakhine,18-25,No income,University/College,1-2,"Plastic bags, Bottled water, Plastic containers","Supermarkets, Local markets",1-2,Sometimes,Much less than others,"Reuse, Burn",I think that plastic is dangerous for everything.,Somewhat aware,Not Sure,More than 10 years,Strongly oppose,Yes,About half (26%-50%),No,25%-50%,Pollutes soil/water
1/11/2026 18:27:56,Yes,Semi-urban,Magway,18-25,"Less than 300,000",University/College,1-2,"Plastic bags, Bottled water, Plastic containers","Local markets, Street Vendors, Coffee/tea shops",3-5,Always,Less than others,"Throw in bin, Reuse",Burned,Very aware,Yes,Already visible now,Support,Yes,Less than half (1%-25%),Yes,51%-75%,Release GHG
1/11/2026 20:00:25,Yes,Urban,Mandalay,36-50,Prefer not to say,Postgraduate,3-5,"Plastic bags, Plastic straws","Food Delivery, Coffee/tea shops",More than 10,Always,About the same,Throw in bin,Ends up in landfills,Somewhat aware,Yes,Within 6-10 years,Strongly support,No,Not applicable,Not sure,Not sure,Pollutes soil/water
1/11/2026 20:18:19,Yes,Urban,Yangon,18-25,"Less than 300,000",High school,3-5,"Plastic bags, Bottled water","Local markets, Street Vendors, Coffee/tea shops",3-5,Always,A little more,Throw in bin,Burned,Slightly aware,Not Sure,Not sure,Strongly support,Yes,More than half (51%-75%),No,25%-50%,Pollutes soil/water
1/11/2026 21:23:26,Yes,Rural,Mandalay,18-25,No income,High school,More than 10,"Plastic bags, Food sachets",Street Vendors,More than 10,Always,Less than others,Reuse,Burned,Very aware,Yes,Already visible now,Strongly support,No,Almost all of it (76%-100%),No,More than 75%,Increases the Earth’s temperature
1/11/2026 23:58:33,Yes,Rural,Ayeyarwady,18-25,"300,000-600,000",High school,6-10,"Plastic bags, Bottled water, Plastic containers, Plastic straws","Supermarkets, Local markets, Street Vendors, Food Delivery, Online Delivery, Coffee/tea shops",6-10,Always,Much less than others,"Throw in bin, Reuse",Ends up in landfills,Very aware,Yes,More than 10 years,Strongly support,No,Less than half (1%-25%),Yes,More than 75%,Pollutes soil/water
1/12/2026 10:53:52,Yes,Urban,Rakhine,18-25,Prefer not to say,Postgraduate,3-5,Plastic bags,Supermarkets,1-2,Sometimes,A little more,Throw in bin,I don’t know,Somewhat aware,Yes,Within 6-10 years,Strongly support,Yes,More than half (51%-75%),Yes,25%-50%,Increases the Earth’s temperature
1/12/2026 11:26:08,Yes,Prefer not to say,Yangon,26-35,"300,000-600,000",University/College,1-2,Plastic bags,Local markets,1-2,Always,About the same,"Throw in bin, Reuse",Ends up in rivers,Somewhat aware,Yes,Within 3-5 years,Strongly support,No,More than half (51%-75%),Yes,More than 75%,Pollutes soil/water
1/12/2026 12:30:10,Yes,Semi-urban,Magway,18-25,"600,001-1,000,000",High school,3-5,"Plastic bags, Bottled water","Supermarkets, Local markets, Food Delivery, Online Delivery",1-2,Always,A little more,"Throw in bin, Recycle",I don’t know,Somewhat aware,Yes,Already visible now,Strongly support,No,More than half (51%-75%),Not sure,51%-75%,Not sure
1/12/2026 12:43:52,Yes,Rural,Kayin,18-25,"Less than 300,000",Vocational Training,3-5,"Plastic bags, Bottled water",Local markets,1-2,Sometimes,Less than others,"Throw in bin, Burn",Ends up in rivers,Neutral,No,Already visible now,Strongly support,Yes,More than half (51%-75%),No,51%-75%,Pollutes soil/water
1/12/2026 15:33:18,Yes,Rural,Rakhine,18-25,"More than 1,000,000",Postgraduate,3-5,"Plastic bags, Food sachets","Supermarkets, Local markets, Coffee/tea shops",3-5,Always,Much more plastic than others,"Throw in bin, Reuse",Ends up in landfills,Very aware,Yes,More than 10 years,Strongly support,Yes,More than half (51%-75%),Yes,More than 75%,Increases the Earth’s temperature
1/12/2026 16:11:27,Yes,Rural,Sagaing,18-25,"300,000-600,000",University/College,1-2,"Plastic bags, Bottled water, Plastic straws","Supermarkets, Local markets, Street Vendors, Coffee/tea shops",More than 10,Always,A little more,Throw in bin,Burned,Very aware,Yes,Already visible now,Strongly support,No,Less than half (1%-25%),No,Less than 25%,Pollutes soil/water
1/12/2026 16:22:14,Yes,Urban,Shan,26-35,"300,000-600,000",University/College,1-2,Plastic bags,Local markets,1-2,Always,A little more,Recycle,Recycled,Somewhat aware,Yes,Already visible now,Strongly support,Yes,About half (26%-50%),Yes,51%-75%,Pollutes soil/water
